product_name,2026-03-26;start,2026-03-26;end,2026-03-27;start,2026-03-27;end,2026-03-28;start,2026-03-28;end,2026-03-29;start,2026-03-29;end,2026-03-30;start,2026-03-30;end,2026-03-31;start,2026-03-31;end,2026-04-01;start,2026-04-01;end,2026-04-02;start,2026-04-02;end,2026-04-03;start,2026-04-03;end,2026-04-04;start,2026-04-04;end,2026-04-05;start,2026-04-05;end,2026-04-06;start,2026-04-06;end,2026-04-07;start,2026-04-07;end,2026-04-08;start,2026-04-08;end,2026-04-09;start,2026-04-09;end,2026-04-10;start,2026-04-10;end,2026-04-11;start,2026-04-11;end,2026-04-12;start,2026-04-12;end,2026-04-13;start,2026-04-13;end,2026-04-14;start,2026-04-14;end,2026-04-15;start,2026-04-15;end,2026-04-16;start,2026-04-16;end,2026-04-17;start,2026-04-17;end,2026-04-18;start,2026-04-18;end,2026-04-19;start,2026-04-19;end,2026-04-20;start,2026-04-20;end,2026-04-21;start,2026-04-21;end,2026-04-22;start,2026-04-22;end,2026-04-23;start,2026-04-23;end,2026-04-24;start,2026-04-24;end
Sand Cast Bronze Relief,1789.67,460.33,1828.51,411.88,1938.99,365.64,1768.07,518.12,1520.24,728.14,1765.73,487.98,1860.48,413.72,1690.93,657.83,1578.05,810.6,1736.88,690.29,2148.14,357.0,2188.98,357.0,1784.96,519.31,1928.35,357.0,1848.57,440.54,1624.28,584.14,1706.99,505.52,1670.55,556.45,1476.51,771.52,1741.52,475.35,1889.95,417.02,1716.04,490.47,1820.33,395.21,1792.71,433.11,1479.48,683.02,1479.74,697.64,1921.28,357.0,1725.01,449.25,1492.82,675.39,1484.29,685.95
Sand Cast Bronze Relief c.1860,4994.78,3745.22,6012.41,2695.29,5681.71,3095.86,5105.75,3774.34,5863.39,2772.83,5002.29,3757.39,5784.22,2891.81,5644.5,3091.72,5353.38,3242.84,5243.91,3319.19,5431.63,3348.46,5601.71,3142.15,5165.11,3692.82,5982.05,3132.65,6176.46,3161.68,6440.88,3156.38,6145.27,3750.56,6487.46,3608.45,6294.18,4027.2,5868.99,4297.51,5707.3,4263.79,6938.64,3241.96,6176.35,3974.34,6072.41,4189.59,6194.71,4020.01,5954.36,4216.87,6162.37,4208.77,6378.67,4260.56,6227.37,4321.0,6926.51,3535.93
Sardonyx Intaglio Ring,53571.62,33728.38,62606.74,23641.79,54276.1,33033.93,64268.92,22200.66,61807.2,25923.62,64638.76,23751.22,64442.96,24942.75,56494.27,34026.22,69339.27,22813.47,58305.09,31812.08,62762.0,27401.54,59559.57,29338.71,57661.44,30077.89,53968.92,35549.88,64208.9,24991.03,57414.62,30482.51,64269.93,22841.31,51959.99,34532.98,58180.91,30073.98,59565.43,30766.56,62177.13,28019.02,65631.79,25580.7,56335.33,35648.86,56889.84,36514.88,58339.43,36763.0,61499.98,32659.09,61026.16,34471.71,60546.71,31034.46,68358.07,24191.51,66813.09,23967.73
Sardonyx Intaglio Ring Museum Deaccessioned,44688.3,29981.7,48720.77,26013.19,48800.19,27376.19,45350.47,31221.87,49194.46,27270.62,44008.03,32696.24,42666.79,33187.25,49205.58,27478.03,42596.96,34081.98,43525.31,32607.27,46254.1,28737.88,47985.24,26844.98,45425.12,29643.3,47246.95,27285.49,43064.89,31082.23,48085.73,25536.28,43121.31,30155.51,43356.86,29636.69,45645.85,27334.58,44495.82,28309.99,41033.03,32414.9,47515.73,25773.88,43682.23,29184.12,44361.01,29014.1,42907.0,30149.67,47536.22,25193.8,46854.14,30277.62,41926.7,32025.72,42557.56,31287.85,48201.12,25715.9
Sarouk Fereghan Rug,20531.6,15408.4,20264.96,15858.33,21604.23,13400.1,21767.95,13501.52,20868.87,13646.07,20445.6,14042.69,20880.81,13714.97,21650.11,13971.76,21800.78,13818.53,22959.51,13052.23,20336.06,14216.99,20858.84,13908.29,21875.09,13227.22,23146.44,12988.82,23728.84,12939.65,23665.72,12617.63,22358.82,16592.48,24814.98,12477.28,23751.06,13582.35,21028.2,15439.9,21359.16,15205.22,21361.94,16611.01,21596.67,16871.73,23402.42,15611.13,23982.75,14873.37,24242.56,13684.65,21375.87,16476.84,20857.23,16103.79,23983.39,13117.57,21462.5,15985.17
Sarouk Fereghan Rug 19th Century,6829.18,4200.82,6532.06,4426.89,7315.79,3716.17,8088.01,2869.87,7690.99,3350.96,6788.57,4303.67,8024.36,3117.6,8166.84,3081.0,7979.76,3335.25,6870.2,4456.06,6822.57,4557.91,7723.51,3542.75,6631.21,4610.53,6896.12,4368.75,6614.79,3792.42,7823.29,3532.23,6690.83,4546.73,7091.73,4151.65,7443.06,3881.39,7765.81,3556.68,7138.57,4227.1,7146.02,4188.96,7373.8,4031.13,8003.28,3376.75,8274.83,3150.65,8266.52,3122.26,7636.72,3675.65,6973.22,4318.74,7620.32,3710.45,7455.76,3840.86
Sarouk Fereghan Rug Estate Fresh,23512.91,15677.09,29718.09,9285.32,29226.46,9696.32,27945.74,11004.4,30647.03,8736.66,29066.7,10270.37,29603.25,9601.78,28532.45,10637.05,26894.72,12466.28,29245.88,10504.12,28853.9,11050.97,28501.68,11110.42,27132.35,12598.59,29853.61,9708.09,25109.72,14617.04,22380.82,13071.24,29490.68,9607.66,27944.89,11435.82,30708.29,8846.3,26573.42,12867.79,28160.82,11029.41,30698.25,8699.05,24352.7,15034.58,28070.4,10960.73,27094.66,11876.52,29473.44,9918.95,26251.7,12756.96,29324.22,9597.37,28732.29,10257.37,29768.16,9162.15
Sarouk Fereghan Rug Georgian Period,31747.69,13152.31,34293.48,11971.1,30144.71,15679.34,33031.77,13840.1,34021.15,12607.99,28273.86,17254.9,32399.32,12972.33,30735.76,14230.44,30395.56,14590.75,26274.09,18251.11,26532.61,17201.29,30010.95,14412.59,31818.07,12976.64,27964.2,17870.94,32172.47,13153.07,30083.56,15515.69,28174.78,16542.49,28590.8,17189.26,32213.06,13360.96,26092.99,18514.22,26815.28,18846.33,27322.16,18349.1,33192.11,12262.63,31124.84,14718.33,28063.06,18026.06,30855.36,16514.45,28463.54,19267.04,32205.15,15932.82,35276.73,13097.45,36544.93,12642.94
Satsuma Vase Meiji Period,43730.82,15869.18,37492.15,21811.47,44755.76,15626.38,46187.82,15439.7,41267.62,21131.64,38361.05,26991.11,38881.12,27229.65,45026.3,20327.47,36797.06,23728.02,46059.52,18369.25,41647.76,22770.44,43225.02,19066.72,41235.02,21508.39,46322.38,16195.35,45211.96,16572.9,39175.85,24278.68,42757.37,20983.8,41061.33,23563.69,40865.31,23650.25,45037.84,18696.33,43889.68,19802.3,47903.25,16855.88,47025.73,17140.87,43651.53,19880.23,45464.52,18144.04,37287.08,24939.39,43321.58,19263.74,39871.44,23474.32,39996.46,23448.38,45097.32,18655.19
Satsuma Vase Meiji Period Arts & Crafts Era,17280.91,13119.09,18943.01,11644.76,17965.17,12646.84,19170.87,11421.06,19891.66,10591.29,17917.51,12547.05,17224.26,13225.06,19130.2,11042.06,17711.94,12584.27,18802.13,11657.11,18434.08,12068.38,20090.0,10523.3,19836.44,11031.43,18124.95,12939.68,18875.31,12441.26,19660.31,11450.04,18333.95,12913.37,19679.37,11440.91,17419.0,10870.73,16357.5,12008.76,17802.55,13672.11,19988.22,11549.24,20645.68,10740.59,19213.13,12243.25,19636.37,11781.24,20002.74,11267.94,20709.82,10826.43,20532.27,10767.92,19631.65,11958.91,18287.39,13428.6
Satsuma Vase Meiji Period c.1970,37691.57,18438.43,40232.62,15825.86,39586.41,15604.67,34092.23,20575.37,42335.06,12305.47,42205.5,12726.19,43217.51,11784.15,41926.38,13088.62,42852.17,12108.21,34976.25,19863.02,38136.95,17287.76,36503.73,19135.86,43135.23,12864.48,37557.9,18063.78,44711.05,11648.0,42101.79,12592.28,36197.47,18457.59,36313.07,18678.52,35817.34,19822.11,40067.03,15764.44,44023.21,11751.25,33908.55,22336.45,37991.55,18514.8,42559.59,14122.99,39591.07,16930.36,38722.48,17721.0,35907.93,20944.25,35994.02,21644.2,37471.66,19929.72,43247.54,13900.46
Scarce 17th Century World Map Georgian Period Estate Fresh,10535.72,2864.28,9426.81,3856.82,10263.4,2914.76,10672.27,2534.51,8402.27,4868.68,9663.25,3597.08,8685.84,4601.09,8372.32,4927.36,9183.27,4169.01,9959.32,3369.72,10024.69,3238.87,8267.63,4981.47,9993.61,3271.29,9440.53,3698.67,9061.74,2563.83,9632.04,4547.37,10917.35,2436.0,9026.44,4129.6,10355.86,2731.02,10457.04,2694.26,8877.43,4258.32,9077.91,4008.2,10828.83,2436.0,10113.59,2986.82,9182.87,3848.49,9726.25,3215.75,10073.45,2834.93,8524.33,4316.98,10161.86,2656.77,8886.68,4079.54
Scarce Accordion Hohner Gola,23339.31,17660.69,23262.07,17327.27,22243.43,18711.59,22078.54,18751.55,23426.19,17561.49,22229.32,18740.8,23853.56,16936.54,22728.78,17646.8,23746.21,16365.45,22037.65,17909.38,23835.57,15983.46,21931.91,17912.32,23080.57,16559.52,23671.67,16062.85,21980.29,17854.95,21343.53,18450.03,22105.1,17909.61,21913.15,18156.42,22359.53,17299.57,19712.91,15863.93,19675.07,15940.65,23633.83,17029.0,22337.72,18136.75,22001.5,18279.9,24092.61,16443.71,21920.93,18738.77,21874.24,19122.1,24377.29,16685.53,23400.73,17761.04,22986.59,17713.83
Scarce Alfa Romeo Enamel Badge,2882.19,1577.81,2857.92,1646.6,3455.73,1025.26,3689.4,798.0,2868.87,1545.33,3000.08,1430.85,2837.0,1550.7,2767.12,1647.97,3364.6,1037.97,3424.15,1001.94,3774.14,798.0,3537.05,883.07,3648.03,798.0,3699.93,798.0,3220.31,1176.34,3931.29,798.0,2647.33,1201.95,3519.58,832.47,2954.54,1403.02,3286.59,1070.38,3140.34,1265.73,3189.7,1190.33,2951.92,1448.12,3051.24,1350.4,2782.32,1555.17,2746.58,1589.07,3598.15,798.0,3571.69,798.0,2717.08,1644.51,2812.15,1544.31
Scarce Alphonse Mucha Art Nouveau Print Art Deco Period Museum Deaccessioned,6999.25,3430.75,7206.57,3193.71,6644.28,3692.4,7583.09,2741.41,7483.65,2901.49,8761.51,2444.96,6356.05,4039.13,7619.55,2820.62,8060.98,2415.85,6975.84,3517.94,7854.5,2643.01,8323.16,2184.0,6988.52,3450.41,7866.52,2547.2,7275.88,3116.99,5870.42,3641.02,6603.97,3702.66,7238.89,3076.71,8266.61,2184.0,7890.96,2438.2,7393.43,2976.1,8200.85,2184.0,8260.7,2184.0,6371.69,3995.6,7601.16,2747.24,7120.35,3200.24,7864.92,2437.84,8244.03,2184.0,7089.95,3248.91,6915.47,3428.6
Scarce Alphonse Mucha Art Nouveau Print Georgian Period,2905.89,1594.11,2943.17,1555.73,3893.8,721.0,3277.39,1171.89,3337.96,1097.58,3312.79,1094.81,3044.93,1416.25,3937.84,721.0,2850.23,1629.55,3257.37,1280.01,3368.85,1179.58,3736.83,782.09,3522.84,997.22,3345.13,1106.12,3825.96,721.0,2995.5,1496.21,3098.28,1402.6,3270.65,1211.53,3983.11,721.0,3822.03,721.0,3446.98,1011.83,3623.57,837.16,3546.82,925.62,4024.16,721.0,2938.61,1602.44,2912.67,1644.65,3678.24,863.95,2868.05,1622.07,3207.82,1241.83,3870.38,721.0
Scarce American Coin Silver Spoons,21705.16,6654.84,18547.41,9799.56,18227.23,10189.47,17960.97,10865.58,18140.81,10546.55,17902.36,10848.62,19895.53,9009.15,20381.8,8527.74,19507.94,9179.2,18913.53,9655.26,19574.65,8631.0,17155.32,11038.3,18297.1,9975.12,21459.06,6490.26,18812.59,9242.08,19474.95,8387.33,21569.06,6423.35,16424.58,8311.36,20477.11,7458.55,16913.46,11035.51,21810.33,6391.54,20262.19,8096.34,21724.83,6616.67,18844.99,9644.4,18590.58,10006.46,19632.37,8716.9,21905.99,6528.41,20402.5,8074.41,21075.38,7669.12,18770.82,10102.57
Scarce Ancient Greek Hoplite Shield Fragment 19th Century,1788.49,861.51,1725.62,916.02,2030.49,606.72,1780.01,876.72,2224.35,435.04,1918.25,727.99,2232.67,420.0,1872.28,768.26,2148.49,478.27,1834.19,789.75,2312.05,420.0,2222.87,424.18,1719.74,929.04,1774.56,886.95,2050.68,634.41,2244.4,435.69,2020.86,675.25,1979.67,716.74,2088.2,610.21,2325.18,420.0,2449.35,420.0,1585.86,893.09,2476.1,420.0,2294.36,428.97,1988.66,725.75,1957.54,764.55,1810.47,886.99,2423.32,420.0,2277.66,420.0,1713.03,940.84
Scarce Andreas Gursky Rhine II Print c.1910 As Found,18612.29,9127.71,18145.94,9555.05,23102.03,4907.0,20830.99,6930.76,22885.63,4907.0,23404.96,4907.0,19569.12,8425.81,20388.35,8873.32,24369.43,4907.0,22430.34,6717.35,22935.43,6161.04,19761.69,9657.02,23934.62,5848.93,21547.26,9571.83,20040.81,10043.06,26679.78,4907.0,23762.09,6576.13,24831.56,5289.98,24862.81,4989.49,19187.33,10141.21,23985.77,6045.95,22350.71,6821.32,18548.23,10355.49,24214.57,5661.32,21489.92,7938.02,20202.63,9579.78,25774.39,4907.0,20170.27,9786.82,20022.52,10101.6,21048.59,9143.15
Scarce Antique Celestial Globe,11466.2,6493.8,11664.47,6320.99,10950.84,7051.77,13513.51,4478.82,10954.81,6984.67,10827.96,7158.5,12026.66,5963.77,10891.72,7194.93,13197.68,4851.14,10549.35,7450.57,10806.43,7241.32,11027.08,6976.66,11853.0,6216.89,11394.56,6651.32,12326.1,5739.56,13284.1,4763.28,11683.26,6454.38,10797.55,7320.01,12079.63,6007.05,12426.11,5680.14,12173.9,5898.88,12301.02,5733.24,11209.02,6838.91,10999.47,7046.18,12420.15,5544.32,10710.48,6678.13,9887.29,6075.42,13005.15,4915.9,11711.59,6247.28,11770.76,6097.37
Scarce Antique Decoy Duck Carved Early 20th Century,9943.96,2496.04,8742.74,3741.03,10761.52,2205.0,8999.15,3739.24,8839.52,3875.5,8686.35,3935.58,8497.91,3919.69,7850.03,4667.27,10698.79,2205.0,10346.63,2339.69,8281.94,4426.38,9276.24,3281.05,9755.74,2770.88,7826.56,4494.46,8791.47,3544.47,8696.0,3581.57,8008.24,4445.33,9658.35,2686.0,9306.77,2986.12,8799.7,3481.67,10417.54,2205.0,9131.84,3113.87,9043.7,3196.84,10541.7,2205.0,9296.91,3157.05,10519.99,2205.0,10824.4,2205.0,10823.46,2205.0,7944.7,4721.78,8884.11,3676.67
Scarce Antique Tennis Racket Georgian Period,4265.46,2374.54,4216.2,2461.1,4120.61,2650.5,4127.46,2647.6,5182.16,1565.1,4223.22,2534.84,5185.33,1596.24,4235.31,2567.18,5056.62,1709.46,5208.55,1534.43,4974.38,1686.81,5187.48,1526.33,4937.05,1763.17,4957.67,1740.48,4535.68,2123.57,4489.72,2133.63,5277.49,1386.0,4528.99,2146.31,4849.79,1831.48,5392.27,1423.62,5172.71,1670.77,4238.51,2720.23,5414.79,1444.82,5362.68,1525.15,4904.31,1992.48,4326.81,2559.86,5187.03,1599.02,4495.88,2242.17,5178.96,1583.51,4676.2,2147.08
Scarce Archery Bow Yew Longbow,5114.39,1335.61,5292.13,1181.43,4141.89,2336.53,5199.76,1229.91,5514.28,1064.0,4726.67,1760.06,5331.07,1153.06,4514.1,1963.91,4249.54,2212.35,4550.4,1873.31,4483.84,1948.98,4658.15,1791.15,5250.11,1210.01,4999.53,1451.87,5042.62,1417.84,4302.36,2147.62,5045.77,1429.04,4603.22,1877.36,5682.59,1064.0,5439.81,1064.0,4839.7,1608.5,4655.69,1762.79,4351.13,2060.41,5265.43,1141.8,5025.73,1399.72,5236.34,1176.83,4783.3,1616.17,4144.83,2261.7,4479.4,1922.86,5552.57,1064.0
Scarce Argand Lamp Silver Plated,10528.44,5631.56,10844.72,5655.46,10746.62,5247.72,12937.16,3332.0,11115.71,4858.48,12035.67,4538.92,12884.83,3540.21,13101.97,3332.0,11155.72,5551.84,12429.82,4115.14,10946.86,5681.66,11746.82,5094.14,11610.83,5416.35,13784.05,3418.79,10604.85,6715.74,12298.41,4965.87,13914.83,3332.15,11337.29,5993.14,10887.52,6519.17,11772.06,5785.41,12772.62,4752.84,12455.3,4948.55,10897.51,6718.15,13204.62,4077.12,11369.06,5532.01,12248.69,4527.3,12879.08,3638.32,10271.77,6536.12,13785.25,3408.91,12833.46,3652.77
Scarce Art Deco Beaded Flapper Dress c.1800,29470.79,14299.21,27850.69,16275.27,26810.51,17786.91,26231.44,18348.1,32016.76,13148.96,31819.23,12993.76,29695.51,14809.18,30610.43,13645.65,25783.18,17851.77,29508.06,13317.76,30157.3,12167.54,26481.16,15865.18,29011.71,13131.81,27381.53,15064.85,25782.2,16127.44,26538.88,14720.57,26018.67,14983.7,25187.5,15654.6,24820.94,16038.35,26447.92,14521.82,29046.11,12163.42,27155.78,14292.2,23921.1,17546.19,27997.15,13390.82,28104.05,12943.3,26716.06,13689.59,25826.81,14102.18,25505.08,14530.1,24832.91,15299.37,24726.44,15123.83
Scarce Art Deco Chrome Floor Lamp Late Victorian Unrestored,16777.98,6252.02,14340.66,8578.66,16869.32,5980.53,15223.97,7544.45,18000.84,4831.72,14962.76,7690.08,14437.96,8111.28,17688.02,4766.42,18409.77,4424.0,16448.39,5788.38,14096.0,8354.62,14247.53,8135.3,16208.39,6117.3,17785.35,4630.28,17818.34,4510.35,17247.4,5099.6,16225.55,6178.61,17443.13,4831.69,15249.01,6920.07,18257.94,4424.0,14898.08,7643.36,16379.77,6165.36,18444.66,4424.0,13927.66,8721.6,17662.27,4861.12,15100.0,7709.41,15277.97,7409.77,18113.77,4632.99,18225.24,4510.75,14303.66,8461.08
Scarce Art Deco Travel Poster Paris Arts & Crafts Era,1308.88,351.12,1204.42,440.6,1317.93,334.32,1080.51,557.91,1333.1,329.0,1026.27,612.81,1183.02,445.22,1265.14,367.78,1130.83,503.11,1138.46,501.25,1059.3,582.2,1145.88,498.4,1016.39,634.08,1085.59,565.6,1223.9,441.83,1203.58,455.85,1184.7,462.06,1086.92,584.94,1339.19,334.83,1015.54,652.6,1280.89,404.18,1390.23,329.0,1391.14,329.0,1183.78,517.24,1030.61,662.84,1050.55,638.11,1269.36,428.06,1170.15,543.98,1244.2,478.13,1136.69,585.74
Scarce Art Deco Wristwatch c.1950,71211.46,42578.54,78631.49,36201.64,74542.36,39648.18,96928.78,19845.0,75717.76,38489.36,93217.15,20909.21,83227.71,31166.54,83285.25,30055.69,92379.47,21510.84,89169.8,24950.23,93601.53,19980.67,81285.32,32712.61,96978.38,19845.0,94185.32,22404.1,90202.41,26234.63,100823.79,19845.0,77923.55,38297.77,92429.21,24194.04,93350.29,21711.43,73079.08,42266.98,99383.1,19845.0,96304.53,19845.0,91924.01,21211.86,90829.43,22621.89,96966.39,19845.0,81023.18,31267.34,86629.06,25637.83,83853.36,28784.67,87688.5,25316.39,82601.3,31283.35
Scarce Art Nouveau Bronze Table Lamp c.1920,1306.85,643.15,1630.17,357.0,1284.47,701.82,1488.77,537.77,1596.81,471.32,1705.59,357.0,1417.76,539.9,1252.3,698.77,1457.13,569.93,1311.2,712.12,1673.64,357.0,1348.7,653.97,1698.33,357.0,1582.07,447.84,1512.44,482.27,1448.94,514.96,1300.23,696.54,1280.13,719.87,1420.82,600.51,1706.71,357.96,1276.65,758.74,1391.18,580.67,1552.65,463.31,1378.76,681.46,1345.65,647.55,1714.36,357.0,1564.12,415.79,1219.44,741.6,1295.48,681.55,1327.31,623.62
Scarce Arts & Crafts Mica Shade Lamp c.1800,1763.0,1277.0,1838.6,1146.55,1780.34,1292.33,1757.71,1294.91,1757.2,1279.08,1725.1,1321.52,1754.13,1266.75,1682.02,1404.59,1763.35,1297.96,1710.29,1284.38,1776.73,1236.09,1689.57,1359.87,1621.34,1367.72,1651.09,1399.46,1870.68,1203.08,1698.37,1402.91,1845.99,1313.75,1979.44,1221.07,1937.21,1308.54,1967.8,1315.89,2049.29,1298.51,2055.39,1323.95,2068.04,1292.05,1747.08,1262.54,1869.67,1175.08,1910.42,1505.09,2042.36,1381.07,1927.26,1513.78,2018.3,1475.0,2068.86,1253.05
Scarce Astronomical Regulator Clock With Provenance,2501.58,1608.42,2670.62,1453.38,2537.33,1588.89,2887.77,1267.36,2433.52,1735.18,2641.58,1541.43,2445.38,1752.49,2827.78,1382.57,2614.21,1573.94,2528.38,1680.24,2472.6,1735.37,2816.82,1399.23,2500.93,1736.43,2949.9,1277.62,2684.58,1538.84,2820.98,1419.11,2640.7,1614.99,2772.84,1495.64,2826.11,1451.05,2920.82,1353.41,2568.1,1709.79,2563.36,1681.66,2766.56,1489.17,2647.21,1598.67,2551.26,1714.93,2986.39,1292.68,2799.8,1487.19,2813.6,1479.13,2848.46,1437.18,2895.79,1409.97
Scarce Audubon Birds Print c.1950 From Private Collection,17816.72,3947.999999999999,13871.1,7255.03,16207.6,5065.22,16695.3,4392.79,16506.4,4627.91,14710.37,6857.68,14659.28,6994.76,16826.9,6476.73,16798.34,5189.31,16313.13,5908.78,15460.41,6585.23,16946.33,4904.49,15359.15,6543.24,14066.47,7631.41,17850.34,3947.999999999999,16399.02,4953.8,16193.8,5172.37,14437.52,7047.59,13661.71,7851.18,15290.22,6126.31,16881.78,4447.18,13330.02,8098.27,17581.98,3947.999999999999,16938.02,4517.6,15105.71,6246.16,14983.31,6471.42,17117.69,4193.62,14616.77,6796.0,15530.31,5744.0,16609.49,4550.39
Scarce Bakelite Telephone Rotary,23126.97,3975.999999999999,19857.22,5170.49,19616.95,6192.48,22312.68,3975.999999999999,18435.62,7825.07,18189.76,8103.8,22912.56,3975.999999999999,23274.36,3975.999999999999,18266.79,8633.42,17019.2,9259.64,21368.0,5827.04,22654.02,4433.42,17928.79,8848.32,18601.06,8605.51,21799.0,5511.76,20887.39,5755.0,24836.37,3975.999999999999,19110.23,8072.72,17581.77,9819.53,20234.72,6073.29,18821.31,7438.05,17173.48,9211.1,23227.74,3975.999999999999,23666.17,3975.999999999999,20355.93,7125.66,21490.72,6048.02,19352.65,7967.05,23735.07,3975.999999999999,18154.08,9526.03,22782.01,5287.23
Scarce Barbie #1 Original 1959 c.1780,8240.31,3629.69,8236.76,3614.45,9106.24,2770.88,9257.45,2681.74,9124.36,2789.91,9125.5,2737.88,7716.46,4228.2,7487.58,4468.42,8744.83,3178.87,9554.47,2353.66,9293.45,2556.57,7975.33,3898.8,7519.71,4212.26,9931.19,2072.0,8879.06,2727.85,7740.62,3873.71,9023.29,2633.53,9039.06,2616.37,7797.75,3858.22,9072.69,2668.93,7460.34,4354.11,7675.84,4231.61,7977.4,3862.18,8850.49,3170.98,10448.8,2072.0,10540.94,2072.0,8752.03,3427.79,8745.45,3458.85,10372.73,2072.0,9810.42,2332.95
Scarce Berlin Woolwork Needlepoint Regency Period Excellent Condition,24786.3,11173.7,22778.76,12786.19,22562.04,12888.81,21746.24,13610.37,20203.0,14493.2,24577.6,10444.81,25981.53,8920.95,21714.86,13248.69,25127.29,9863.1,24836.09,9946.36,22442.56,12525.71,19697.59,12935.68,19089.54,13543.47,21242.61,13174.99,25222.8,9007.73,20825.76,13287.9,21115.6,13098.35,21719.51,12528.49,20359.9,13720.71,23476.31,10467.44,19933.66,14227.72,20366.86,13916.7,24568.14,9961.71,20837.88,13112.39,20560.99,13106.52,22695.96,10627.67,22138.67,11175.07,21451.87,11819.71,22661.18,10140.68,24503.08,8470.0
Scarce Blancpain Fifty Fathoms,22164.11,10285.89,21252.31,11723.23,23271.54,9414.48,23663.31,10481.8,21894.03,12192.35,23847.42,10473.16,19772.44,13134.37,22362.32,10482.2,19768.22,12672.68,25595.42,6905.23,20068.8,11806.89,23499.34,8449.59,20252.2,12394.64,24528.98,8022.19,19539.99,12888.8,24534.3,7157.71,21057.25,11427.11,25369.6,7895.02,24216.49,9032.23,20103.88,13150.11,20643.3,12791.39,21777.49,11872.41,20032.03,9843.56,22938.42,11686.47,25454.63,9473.6,27176.05,7696.39,21443.71,13911.62,27329.37,8615.64,28804.18,7635.18,23975.15,12017.36
Scarce Buccellati Silver Bowl c.1970,14306.14,5603.86,13611.79,6387.26,13757.81,6242.82,12150.7,7844.86,12406.15,7479.01,14338.39,5471.3,11764.62,8039.44,14156.95,5705.31,12883.61,6886.27,13062.95,6606.01,11713.55,7910.62,14039.15,5604.01,12582.23,7047.51,14014.36,5593.19,14631.32,5024.7,12854.43,7812.49,12349.16,7286.63,13132.01,6523.24,14299.2,5404.79,12928.33,6723.12,11661.73,8027.65,11849.63,7963.97,13252.45,6593.35,12556.05,7305.33,13914.38,6064.68,14128.59,5785.15,13355.28,6548.79,12900.13,6996.94,12274.52,7710.15,14200.47,5720.37
Scarce Buffalo Nickel Proof,47749.59,24550.41,53643.27,18351.37,45571.57,26774.17,44060.79,29488.03,45926.1,28231.47,56180.21,17227.71,47373.1,26137.18,48395.57,24715.27,46061.08,26520.94,50297.44,21558.28,49799.37,22374.08,52042.54,20076.15,45828.2,26815.34,52407.68,21023.95,45729.32,27535.82,46567.65,26904.57,44672.43,29526.45,54394.43,20304.98,57810.76,17109.07,50792.44,23885.76,55089.45,19818.69,52859.71,21273.07,51616.08,23000.78,56062.44,18239.17,55279.91,20074.47,48532.6,27136.62,52166.1,23878.16,49094.11,27140.62,48413.29,27380.0,47789.45,28225.88
Scarce Buffalo Nickel Proof Federal Period,3524.25,1865.75,3623.09,1825.22,3351.24,2025.41,3609.59,1929.4,3268.23,2344.47,3699.81,2048.9,3570.19,2257.23,4079.59,1835.85,3717.7,2455.67,4084.46,2230.77,4358.0,2144.03,3766.97,2623.27,4268.89,1914.62,3964.04,2425.09,4182.0,2138.66,3824.56,2488.54,3508.35,2645.54,3630.65,2385.01,3712.87,2503.63,3806.73,2537.33,3974.69,1819.22,3553.96,2367.81,4290.47,2154.98,4141.53,2443.93,4361.94,2343.57,3899.24,2706.94,4055.46,2633.46,4380.49,2138.32,4001.66,2638.47,4045.06,2608.06
Scarce Butter Mold Carved Eagle Museum Deaccessioned,9664.12,2275.0,9514.65,2275.0,8703.69,3035.97,8987.97,2755.55,8219.36,3625.77,7406.58,4509.03,8529.16,3443.19,9109.91,2866.87,8088.27,4021.49,7837.3,4212.38,8622.7,3417.26,8927.5,3166.03,8393.92,3750.52,9881.3,2289.56,8856.34,3260.85,8580.54,3415.89,8358.54,3701.16,7825.04,4228.73,9416.82,2620.73,9715.86,2340.85,7433.68,4373.41,9266.9,2524.47,7306.34,4495.13,9278.49,2366.43,8819.58,2969.33,8073.56,3743.57,7618.3,4134.2,8794.82,3006.05,7332.87,4568.9,9204.56,2668.85
Scarce Byzantine Gold Solidus c.1840 Good Condition,104251.43,35378.57,105884.34,34518.5,102197.47,38429.77,110906.29,29836.88,111853.01,29066.33,91232.4,33273.7,112757.89,28197.64,95612.29,45607.84,101808.22,39462.13,114101.1,27741.0,95409.86,46513.58,91359.8,50352.77,95234.45,46877.12,116369.6,27741.0,106336.61,35673.08,99619.86,43199.58,101251.92,41648.01,103505.34,39817.33,94082.47,49085.6,99886.94,42860.03,116153.82,27741.0,91105.54,51021.61,100853.13,40500.14,99730.84,41587.01,97766.96,43348.08,112660.83,28092.86,91376.4,49878.38,104228.56,37350.88,93210.5,48651.74,89874.4,52740.21
Scarce Cabochon Emerald Brooch c.1910 Museum Deaccessioned,51490.63,27079.37,46242.67,32461.61,47423.45,31834.93,42142.98,30012.02,48093.91,30511.2,53199.76,24407.35,55580.38,21617.88,57635.01,20106.35,53585.51,23665.85,47190.69,29998.24,48665.96,28931.8,47706.17,30431.36,56480.38,22080.96,57279.94,22156.77,56969.93,26770.19,50100.56,29746.63,56499.73,22451.16,49664.54,29447.92,54716.75,22822.2,51478.21,25079.81,54532.83,21868.68,54887.26,21378.98,56735.3,19532.49,48683.37,27718.1,53577.01,23720.67,46773.11,29667.26,50309.84,26466.8,48647.18,27831.37,55193.73,21413.97,51845.99,25189.12
